height,distance,avg_correlation,max_correlation,elapsed_time,valid_samples,peo_2nd_correlation,teo_2nd_correlation,keo_2nd_correlation,ptk_2nd_correlation
0.05,2500,0.49326871416444407,0.5984097811246495,2.0113351345062256,70,0.5307304135252492,0.5984097811246495,0.4317653083553887,0.4121693536524888
0.05,3000,0.5153800789054435,0.575329335389199,2.283782958984375,70,0.575329335389199,0.538132483473798,0.5128905079236212,0.43516798883515584
0.05,3500,0.4438518905803977,0.47013736054488,2.11615252494812,70,0.4578767152990804,0.4444633162496192,0.47013736054488,0.40293017022801125
0.05,4000,0.38039434581870046,0.4335945816400629,2.1113412380218506,70,0.40313929164251705,0.4335945816400629,0.3702847039923117,0.3145588059999104
0.05,4500,0.29151326932405014,0.39097615704968725,2.038050889968872,70,0.34219922002525577,0.39097615704968725,0.20140716627652103,0.2314705339447366
0.05,5000,0.29678262294343805,0.4107266785809098,2.035560131072998,70,0.2318579513828088,0.4107266785809098,0.2316384973857066,0.31290736442432693
0.05,5500,0.37062195120550434,0.44777237162801836,2.0264804363250732,70,0.2922342750106019,0.44777237162801836,0.39576545280051445,0.3467157053828826
0.05,6000,0.3883318107361404,0.48775559048594763,2.0354433059692383,70,0.37671690519762313,0.48775559048594763,0.38628686414700053,0.30256788311399035
0.05,6500,0.3229044015411253,0.44473067397808014,2.0359699726104736,70,0.44473067397808014,0.33963006423186115,0.2582320156646182,0.2490248522899417
0.05,7000,0.2511169755171927,0.3235742469052192,2.0240089893341064,70,0.3235742469052192,0.2275740558645242,0.27410873651152834,0.17921086278749918
0.05,7500,0.2555917331703771,0.37568479115051756,2.0503880977630615,70,0.37568479115051756,0.20880340356150998,0.21780983559686842,0.22006890237261245
0.060000000000000005,1000,0.41928553423407744,0.4869805157375604,2.4184813499450684,70,0.4432651347214267,0.4869805157375604,0.3930298464557666,0.3538666400215561
0.060000000000000005,1500,0.32552303104142327,0.3858339128717965,2.1074109077453613,70,0.3242673398117787,0.3858339128717965,0.29196110847387674,0.30002976300824113
0.060000000000000005,2000,0.3602300679687572,0.39644560318027994,2.0769057273864746,70,0.37159505725402203,0.3926353921633446,0.2802442192773822,0.39644560318027994
0.060000000000000005,2500,0.5172955042183084,0.6105222662192361,2.1071951389312744,70,0.5835533572811634,0.6105222662192361,0.4447437551166335,0.43036263825620047
0.060000000000000005,3000,0.5380429884410654,0.6244179556335981,2.091296672821045,70,0.6244179556335981,0.5594134267042697,0.5211904229885166,0.447150148437877
0.060000000000000005,3500,0.4662469900793751,0.5095444881449063,2.0502893924713135,70,0.5095444881449063,0.4554041266646633,0.5076448455125127,0.39239449999541803
0.060000000000000005,4000,0.41233488697866827,0.46101070329352495,2.0444204807281494,70,0.46101070329352495,0.431455482325181,0.39635195472945395,0.36052140756651335
0.060000000000000005,4500,0.3197624618947654,0.40860238754126077,2.046022415161133,70,0.38473283675558007,0.40860238754126077,0.20873025983247817,0.276984363449743
0.060000000000000005,5000,0.3233048804293829,0.4093298389540632,2.0583274364471436,70,0.3051633435787655,0.4093298389540632,0.2401235642765931,0.3386027749081098
0.060000000000000005,5500,0.39919691330519474,0.4358766194129345,2.320211887359619,70,0.3776095019755114,0.4358766194129345,0.40762590454765163,0.3756756272846815
0.060000000000000005,6000,0.4078056474948983,0.49467712303512323,2.581244945526123,70,0.42241112786793017,0.49467712303512323,0.41199190785167034,0.30214243122486956
0.060000000000000005,6500,0.33107416676907725,0.4881053544105817,2.080577850341797,70,0.4881053544105817,0.3525174985011415,0.2762148673067631,0.20745894685782268
0.060000000000000005,7000,0.25277402994430803,0.3761575351279006,2.0762858390808105,70,0.3761575351279006,0.2302674240106393,0.29690818007871245,0.1077629805599797
0.060000000000000005,7500,0.2383724797284799,0.37568479115051756,2.0773818492889404,70,0.37568479115051756,0.18505838324967847,0.23940301762282057,0.153343726890903
0.06999999999999999,1000,0.42093502012135364,0.4813224926395137,2.085177183151245,70,0.43573453688166536,0.4813224926395137,0.4103355206575225,0.356347530306713
0.06999999999999999,1500,0.35395265446912727,0.41235825792447883,2.140688896179199,70,0.3463795462548019,0.41235825792447883,0.2887140490037446,0.36835876469348383
0.06999999999999999,2000,0.38457891834004565,0.4159989214055542,2.07696270942688,70,0.39576015373646506,0.4159989214055542,0.3148161763567586,0.4117404218614047
0.06999999999999999,2500,0.5451691099359439,0.6288409850864826,2.1196861267089844,70,0.6098424314203325,0.6288409850864826,0.4717427420003525,0.47025028123660817
0.06999999999999999,3000,0.562648123580382,0.6453007844726486,2.1557374000549316,70,0.6453007844726486,0.5743329312831432,0.5487490142691622,0.48220976429657386
0.06999999999999999,3500,0.4866054930639254,0.5294735037727764,2.4054479598999023,70,0.5034138520831175,0.48069963096450585,0.5294735037727764,0.4328349854353021
0.06999999999999999,4000,0.4206318203377603,0.46697178567067965,2.2062313556671143,70,0.4574677650031917,0.46697178567067965,0.3999034920987663,0.3581842385784036
0.06999999999999999,4500,0.3359456539805726,0.4351364104107316,2.0555033683776855,70,0.3624170887027952,0.4351364104107316,0.2208766547811736,0.32535246202758983
0.06999999999999999,5000,0.3346251856163562,0.44557796139115835,2.1975481510162354,70,0.3010439479924815,0.44557796139115835,0.22922014680279992,0.36265868627898495
0.06999999999999999,5500,0.39812644487311954,0.44838045021446193,2.1309609413146973,70,0.39420302366214205,0.44838045021446193,0.4034922913569033,0.346430014258971
0.06999999999999999,6000,0.40170871767957905,0.4948209314614752,2.026482105255127,70,0.40574959254304876,0.4948209314614752,0.4212988978087376,0.28496544890505454
0.06999999999999999,6500,0.34349872664722536,0.4679454818549499,2.229480266571045,70,0.4679454818549499,0.35417363642402955,0.29934824126283305,0.25252754704708896
0.06999999999999999,7000,0.28229440411146,0.3681519032578891,2.0713841915130615,70,0.3681519032578891,0.2591369644093584,0.29690818007871245,0.2049805686998802
0.06999999999999999,7500,0.2912259695072536,0.39982935055784197,2.2577810287475586,70,0.39982935055784197,0.24736280111022968,0.28734163042225963,0.23037009593868316
0.08,1000,0.43286906793765767,0.4801359710149787,2.096890687942505,70,0.47085665843363916,0.4801359710149787,0.4130150028667055,0.3674686394353074
0.08,1500,0.3659560251691814,0.39672280672118543,2.0988731384277344,70,0.3631538697148119,0.39672280672118543,0.3272327575588203,0.37671466668190784
0.08,2000,0.43077480288935,0.47232808130015025,2.100588083267212,70,0.47232808130015025,0.44183716689480357,0.3570158411706971,0.4519181221917491
0.08,2500,0.5779450349979198,0.6711079514581918,2.118736505508423,70,0.6412654274400041,0.6711079514581918,0.5022328800175965,0.4971738810758869
0.08,3000,0.5767402702758644,0.6484898422846566,2.123267412185669,70,0.6484898422846566,0.6049629419069456,0.5570343615735168,0.4964739353383388
0.08,3500,0.5131181326247316,0.5712772492615906,2.1015360355377197,70,0.5362121829675849,0.4911090749901506,0.5712772492615906,0.45387402327960036
0.08,4000,0.44344679228091693,0.49665833759272954,2.1265218257904053,70,0.4956853153465523,0.49665833759272954,0.40283865415909287,0.3786048620252931
0.08,4500,0.3489264676221032,0.44887975381106565,2.0562238693237305,70,0.3940394740725003,0.44887975381106565,0.21613042045020253,0.33665622215464436
0.08,5000,0.3407646223498035,0.4338867217385524,2.063344717025757,70,0.3112200943564276,0.4338867217385524,0.24758595572064174,0.3703657175835922
0.08,5500,0.4075197300221712,0.4453512343245903,2.07621431350708,70,0.40175380481512507,0.4453512343245903,0.4252785670854321,0.35769531386353726
0.08,6000,0.4014486589600879,0.5006522338716658,2.1302099227905273,70,0.3930582910595843,0.5006522338716658,0.430254352172702,0.2818297587363996
0.08,6500,0.34919058926681246,0.45576138628042695,2.10073184967041,70,0.45576138628042695,0.3339471730921463,0.33594223278197005,0.2711115649127066
0.08,7000,0.30098339129695245,0.39042704758528535,2.1017343997955322,70,0.39042704758528535,0.2767421328124562,0.35025117527929533,0.18651320951077294
0.08,7500,0.29814077316776855,0.43158001204785995,2.127755880355835,70,0.43158001204785995,0.24736280111022968,0.28734163042225963,0.2262786490907249
0.09,1000,0.4313400059640298,0.4777526425224562,2.066007137298584,70,0.4638368838595713,0.4777526425224562,0.41093135940249065,0.3728391380716012
0.09,1500,0.38403240081631973,0.4170617956263627,2.0252864360809326,70,0.3775379621347723,0.4170617956263627,0.33911044877014695,0.40241939673399685
0.09,2000,0.44675862663203103,0.4902627501301993,2.021019458770752,70,0.4902627501301993,0.44630885448333935,0.385006498059765,0.4654564038548206
0.09,2500,0.5980251388019535,0.7035332397248178,2.1635096073150635,70,0.6531726178918655,0.7035332397248178,0.5229412909563622,0.5124534066347685
0.09,3000,0.5956546826104796,0.6553862137229536,2.079932451248169,70,0.6553862137229536,0.6265030328248751,0.5845197778818751,0.5162097060122148
0.09,3500,0.5228157744277769,0.5789016475191372,2.0319888591766357,70,0.5457330797074672,0.5001041144329125,0.5789016475191372,0.4665242560515906
0.09,4000,0.4576195288744269,0.5158559654711726,2.0350728034973145,70,0.5101729253595741,0.5158559654711726,0.41393257943484885,0.3905166452321121
0.09,4500,0.3443460214708888,0.44887975381106565,2.031595468521118,70,0.4029082110392162,0.44887975381106565,0.2262968358399376,0.2992992851933357
0.09,5000,0.34065022203223627,0.45589355786286834,2.0339441299438477,70,0.32395387721536384,0.45589355786286834,0.24031064083323253,0.3424428122174803
0.09,5500,0.41293079174972935,0.47265618386087105,2.129498243331909,70,0.40165478195637666,0.47265618386087105,0.4215640618222482,0.3558481393594214
0.09,6000,0.41194450028215207,0.5281314396030142,2.058690071105957,70,0.3923399517926398,0.5281314396030142,0.4534466425577273,0.27385996717522687
0.09,6500,0.36550653628583246,0.4330752927259992,2.0756561756134033,70,0.4330752927259992,0.3632309970421729,0.3651662034688851,0.30055365190627253
0.09,7000,0.33010275299743075,0.38732979136724327,2.065655469894409,70,0.38732979136724327,0.3138930620198885,0.383817915116531,0.2353702434860604
0.09,7500,0.32918718359114313,0.4377281014907606,2.0718486309051514,70,0.4377281014907606,0.2693294475622228,0.3466469618546446,0.2630442234569446
0.09999999999999999,1000,0.437218925672025,0.5058200928344945,2.091742515563965,70,0.4579928155131914,0.5058200928344945,0.40667391503103606,0.37838887930937803
0.09999999999999999,1500,0.40081901805438386,0.43260097744740383,2.1544270515441895,70,0.4025864797894302,0.43260097744740383,0.34241996901694305,0.42566864596375814
0.09999999999999999,2000,0.48783130088764,0.5101023287264778,2.175075054168701,70,0.5101023287264778,0.5099681625073085,0.4366500097520528,0.49460470256472105
0.09999999999999999,2500,0.6133017523594833,0.7020307444607137,2.2298598289489746,70,0.6737129927959484,0.7020307444607137,0.551087214241717,0.5263760579395539
0.09999999999999999,3000,0.6060225413879825,0.6615604377344355,2.4576361179351807,70,0.6615604377344355,0.6462236847383843,0.5895534964365365,0.5267525466425736
0.09999999999999999,3500,0.529744647967549,0.590509206687052,2.3211636543273926,70,0.5479460228367613,0.5097839374140947,0.590509206687052,0.4707394249322885
0.09999999999999999,4000,0.4660145708129142,0.5300189406629554,2.237086772918701,70,0.5062813867234403,0.5300189406629554,0.4393962376980882,0.38836171816717296
0.09999999999999999,4500,0.3708494457029407,0.47009222711258836,2.213221549987793,70,0.39479050446686104,0.47009222711258836,0.2834221697758758,0.3350928814564376
0.09999999999999999,5000,0.3654566711800661,0.47346308453944036,2.273251533508301,70,0.36105171558051147,0.47346308453944036,0.25637006216131764,0.37094182243899476
0.09999999999999999,5500,0.42585793495850455,0.49362056771372465,2.242177724838257,70,0.4170019610661791,0.49362056771372465,0.41634153085645975,0.3764676801976547
0.09999999999999999,6000,0.41931880975518165,0.5306109876279382,2.2328639030456543,70,0.3923399517926398,0.5306109876279382,0.44622947932620055,0.30809482027394797
0.09999999999999999,6500,0.3720400588697229,0.4592093830615611,2.2197937965393066,70,0.4592093830615611,0.3632309970421729,0.3651662034688851,0.30055365190627253
0.09999999999999999,7000,0.3406181458411099,0.4077691683693436,2.205049753189087,70,0.38732979136724327,0.3448622826518718,0.4077691683693436,0.22251134097598088
0.09999999999999999,7500,0.3424784785444978,0.4291303379600173,2.204030752182007,70,0.4291303379600173,0.30904958814368433,0.36868976461734504,0.2630442234569446
0.11,1000,0.4440081632639357,0.5165811440118728,2.1996123790740967,70,0.464059028492551,0.5165811440118728,0.40573869675527907,0.3896537837960399
0.11,1500,0.408856672679458,0.4423436218736365,2.2679834365844727,70,0.4122150170382451,0.4423436218736365,0.344590293594598,0.43627775821135273
0.11,2000,0.49955246005577414,0.5353165085142776,2.324819326400757,70,0.5353165085142776,0.5236821354681103,0.43337386322428845,0.5058373330164204
0.11,2500,0.6249305064401901,0.7054498865677326,2.232623338699341,70,0.688147189793417,0.7054498865677326,0.5520640951591137,0.5540608542404973
0.11,3000,0.6141155066185319,0.6677400630199417,2.169067859649658,70,0.6677400630199417,0.6668228843046115,0.5967663626584713,0.5251327164911029
0.11,3500,0.5217117184782043,0.5901216720665592,2.171273946762085,70,0.554105441239148,0.5276329661966924,0.5901216720665592,0.4149867944104178
0.11,4000,0.47784946121464883,0.5510261878654249,2.1430273056030273,70,0.5050698267336786,0.5510261878654249,0.46235940024753447,0.3929424300119575
0.11,4500,0.37676686885171107,0.47887718255138917,2.1830267906188965,70,0.39649366797835556,0.47887718255138917,0.2897889524337378,0.34190767244336195
0.11,5000,0.39301537381469986,0.47240373507576744,2.2023043632507324,70,0.40659125465926316,0.47240373507576744,0.3048521097258789,0.38821439579788997
0.11,5500,0.4458637669311444,0.498184809785856,2.0291202068328857,70,0.4124699594352471,0.498184809785856,0.4461631650784951,0.4266371334249793
0.11,6000,0.42336245408394135,0.524899380549492,2.131471872329712,70,0.388364656266825,0.524899380549492,0.45830439850405175,0.3218813810153967
0.11,6500,0.3828929731043407,0.4707092766696373,2.0682451725006104,70,0.4707092766696373,0.35169750751366413,0.3707124352470625,0.33845267298699866
0.11,7000,0.34981476702956876,0.40746146209968714,2.553330421447754,70,0.40746146209968714,0.3566135829573347,0.38289915180025014,0.25228487126100313
0.11,7500,0.342045391867113,0.4457384760663393,2.165163040161133,70,0.4457384760663393,0.2802668565293444,0.3853564911854697,0.2568197436872989
0.12,1000,0.43755243940234156,0.5137979456208451,2.053473949432373,70,0.45153286601850173,0.5137979456208451,0.39798106188587096,0.38689788408414844
0.12,1500,0.4233223308765115,0.46533649872291716,2.208098888397217,70,0.41947974860505965,0.46533649872291716,0.37180533578376335,0.43666774039430584
0.12,2000,0.5280047362790496,0.5669790143092962,2.1711673736572266,70,0.5484879918099648,0.5669790143092962,0.471140717757485,0.5254112212394527
0.12,2500,0.6373255125450464,0.718572064459695,2.0581440925598145,70,0.6937020047174639,0.718572064459695,0.5672853664957375,0.5697426145072892
0.12,3000,0.6271563965091371,0.6768503937236778,2.0532076358795166,70,0.6677400630199417,0.6768503937236778,0.6330488092549006,0.5309863200380286
0.12,3500,0.5351255301627534,0.5902650230674817,2.040147542953491,70,0.5634819095628903,0.5482928769393256,0.5902650230674817,0.4384623110813163
0.12,4000,0.4852734552334291,0.5605552860978307,2.2693114280700684,70,0.48826475323543306,0.5605552860978307,0.4684716253236706,0.42380215627678175
0.12,4500,0.38694967584908924,0.47205433292627413,2.0348966121673584,70,0.3959626055543295,0.47205433292627413,0.3010353124586804,0.378746452457073
0.12,5000,0.41872353598738915,0.49118724973572264,2.0693116188049316,70,0.408701199923106,0.49118724973572264,0.3246200584256742,0.4503856358650537
0.12,5500,0.45626629168402544,0.5285969329758532,2.1079888343811035,70,0.40444937646710716,0.5285969329758532,0.45450863492161925,0.4375102223715221
0.12,6000,0.44718456329037437,0.5770745204355807,2.0391128063201904,70,0.388364656266825,0.5770745204355807,0.4531576062525195,0.37014147020657223
0.12,6500,0.3975292322829023,0.43879216753438205,2.0501296520233154,70,0.43879216753438205,0.39265610784831884,0.38991771325859115,0.36875094049031726
0.12,7000,0.3715785026038093,0.40746146209968714,2.03483247756958,70,0.40746146209968714,0.40701424305618394,0.38289915180025014,0.28893915345911625
0.12,7500,0.352630468032844,0.43562423022815694,2.0250818729400635,70,0.43562423022815694,0.29037372453222604,0.3853564911854697,0.29916742618552333
0.13,1000,0.4332276807346945,0.5107842266847619,2.029411554336548,70,0.4247710917434647,0.5107842266847619,0.39912670773257264,0.3982286967779786
0.13,1500,0.4240083482913857,0.4800158146484017,2.0272715091705322,70,0.41526461579891866,0.4800158146484017,0.349971419852015,0.4507815428662074
0.13,2000,0.5425905947950426,0.59682959128223,2.058783531188965,70,0.5596815884291575,0.59682959128223,0.4748389263089087,0.5390122731598738
0.13,2500,0.6497972293784364,0.731589947813255,2.026332139968872,70,0.6963572067509514,0.731589947813255,0.5898963554438847,0.5813454075056548
0.13,3000,0.6367243197709834,0.6810808873605598,2.0883495807647705,70,0.6774416244829108,0.6810808873605598,0.650631021982396,0.537743745258067
0.13,3500,0.5353656630328036,0.5909788175224306,2.0309386253356934,70,0.5660209709185751,0.5482928769393256,0.5909788175224306,0.4361699867508835
0.13,4000,0.48205700996032425,0.5495494207045072,2.0257961750030518,70,0.5065549125029527,0.5495494207045072,0.4745939229773355,0.39752978365650177
0.13,4500,0.38862238696508944,0.4595149681512889,2.2596535682678223,70,0.3937997671551416,0.4595149681512889,0.32461157246404476,0.37656324008988246
0.13,5000,0.4243482591165681,0.4955458605256202,2.0290422439575195,70,0.4146254762106988,0.4955458605256202,0.3368360638648996,0.4503856358650537
0.13,5500,0.4648173686040409,0.5285969329758532,2.038518190383911,70,0.4178806227343327,0.5285969329758532,0.4674264703351486,0.44536544837082903
0.13,6000,0.4488105702541081,0.5651425993044421,2.0442886352539062,70,0.4058158065701452,0.5651425993044421,0.4673166818862701,0.3569671932555749
0.13,6500,0.40400722803513833,0.43879216753438205,2.03631329536438,70,0.43879216753438205,0.39761527991607093,0.4108705241997829,0.36875094049031726
0.13,7000,0.36633366504514,0.40746146209968714,2.08958101272583,70,0.40746146209968714,0.3860348928215065,0.38289915180025014,0.28893915345911625
0.13,7500,0.3590777646408737,0.43562423022815694,2.08931040763855,70,0.43562423022815694,0.29037372453222604,0.3853564911854697,0.3249566126176421
0.14,1000,0.42096253016404017,0.4995838284863381,2.036587953567505,70,0.4138640642645486,0.4995838284863381,0.3643706013410373,0.40603162656423675
0.14,1500,0.42431390175091765,0.48328538121382936,2.0393927097320557,70,0.41433297858189266,0.475663843403756,0.3239734038041925,0.48328538121382936
0.14,2000,0.5492999143238779,0.6006922087749206,2.034472703933716,70,0.5869764951502061,0.6006922087749206,0.462233338272026,0.5472976150983588
0.14,2500,0.653650643829035,0.7420538890530426,2.0396933555603027,70,0.7091402649967155,0.7420538890530426,0.577444174455487,0.5859642468108951
0.14,3000,0.634335784136996,0.6888541575398943,2.0864462852478027,70,0.6655687886617192,0.6888541575398943,0.6337415420391874,0.5491786483071829
0.14,3500,0.5314879260498759,0.5798451181049098,2.0397510528564453,70,0.5798451181049098,0.5470079780600057,0.557639144939427,0.44145946309516154
0.14,4000,0.47737497523686434,0.5297164030746574,2.039822578430176,70,0.520297050493688,0.5297164030746574,0.4533306848004967,0.4061557625786151
0.14,4500,0.38064956266022265,0.4455240285227789,2.0303986072540283,70,0.4232841417379422,0.4455240285227789,0.275732326841367,0.37805775353880255
